id,Z,female,low_income,baseline_score,D,Y
9799,0,0,0,43.16331468486776,1,63.75547418902172
9800,1,1,0,56.88042057897158,1,66.46040321083169
9801,0,0,0,50.233051321879,0,62.12677424856933
9802,0,0,1,41.4429546891021,1,59.75480004527661
9803,1,0,1,54.17845073660043,1,61.89308071480652
9804,0,0,0,49.47133640460522,0,62.16439629370993
9805,1,1,0,59.38601722405953,0,64.73816146152596
9806,1,1,1,36.7002816930014,1,58.57814110732676
9807,1,0,1,55.03138884482806,1,64.75704464785846
9808,1,1,0,52.64639819726997,0,64.06190148007576
9809,1,0,1,36.53722457498716,1,60.47791726134893
9810,0,1,1,37.57852049934434,0,57.98381251998048
9811,1,1,1,52.5351355266958,0,60.25831853610146
9812,1,0,0,55.7114043349432,1,64.03342160050741
9813,1,0,0,62.06454633772057,1,62.4828209964716
9814,1,1,1,34.47047366770398,1,60.76010691450071
9815,0,1,1,34.66085722038211,1,58.13776468356106
9816,1,0,1,33.89082766578623,0,56.9914719451367
9817,1,1,0,54.59919586365869,0,63.25496854847107
9818,0,1,0,56.733727702411,0,64.12691758884817
9819,1,0,1,32.18656241509022,0,54.41346472631512
9820,0,1,0,49.29076203278133,0,63.1905755309578
9821,1,1,1,41.51995176110936,1,60.98788239243955
9822,1,1,0,52.69286931450524,0,61.29396021052013
9823,1,1,1,60.57302008568879,0,61.66295239454742
9824,0,0,0,50.4205226637146,0,63.13626860968029
9825,0,1,1,54.11003654920894,0,60.509079419233
9826,1,1,0,63.08668747140842,1,65.82510646707209
9827,1,0,1,52.00621083240375,1,64.80455276327262
9828,1,1,0,49.63274501902544,1,61.08139041180961
9829,0,0,1,44.62629541647733,0,62.01560690986111
9830,0,0,0,54.94674758731016,1,62.14405686683792
9831,1,1,1,42.46242093420678,0,60.83241738380167
9832,1,0,1,59.37991045049702,1,64.60129088387119
9833,0,1,0,47.83756649577335,0,61.5364209691233
9834,1,1,1,44.99328983862723,0,59.14101112764615
9835,1,1,1,40.93902312168478,1,61.18896764417556
9836,1,1,1,45.60866437419255,1,60.92113965411287
9837,0,0,1,49.52280302013007,0,61.42381888601761
9838,1,1,1,42.32917449909117,1,61.1414829625962
9839,1,0,0,59.01411981161385,1,65.34444959882805
9840,0,0,1,52.97757550243504,0,59.4992970040729
9841,1,1,0,51.41495393259449,0,62.44845334524523
9842,0,1,1,36.06651645714517,0,60.91107955307429
9843,1,1,1,51.8318871460936,1,61.68052094942872
9844,1,1,0,56.47043424442825,1,67.02016390200143
9845,1,0,0,45.73697898625653,0,61.33805845917593
9846,0,0,1,42.19828759780742,0,56.7081668086553
9847,0,1,1,42.62485955242658,0,58.09558334520198
9848,0,0,1,41.07082272591857,0,59.09183336042175
9849,1,1,1,24.6521836323716,1,62.29209371595903
9850,1,1,0,28.90543177794997,0,58.36153506571777
9851,0,0,0,69.4527044433943,0,63.74013635588558
9852,1,0,1,55.40881768365013,1,63.09134897816224
9853,0,1,0,55.37348888835381,0,63.09244700666229
9854,1,0,1,49.10930176444977,1,62.1632256994921
9855,0,1,0,46.08405726750364,0,65.57953492738461
9856,1,0,1,32.44826624281066,1,57.8265726544934
9857,1,0,0,57.08656221235881,0,62.42529678425424
9858,0,0,1,52.71459554663825,0,59.8938827394333
9859,0,1,1,59.45515307111145,0,63.46041288191082
9860,1,1,0,44.19379610490778,1,60.73011684834815
9861,0,0,0,57.39953953078015,0,64.44813644620369
9862,0,1,1,40.27025949189764,0,61.41210369931972
9863,1,1,1,58.68634183461663,0,60.77648624554097
9864,0,1,1,44.02079797362445,0,61.83877611340593
9865,1,0,1,44.93188416429305,1,64.12138231936133
9866,1,1,0,56.16128911145635,1,62.48393222386221
9867,1,0,0,56.84567608551693,0,61.67237972491243
9868,1,1,1,51.43446509818855,1,64.79876858551134
9869,1,0,0,50.03736251714943,0,61.77019634650699
9870,0,0,1,57.40072609966634,0,61.71061970828622
9871,0,0,1,39.12320287793155,0,60.34224291953446
9872,0,0,0,39.27543903207504,0,59.93573297705932
9873,0,0,1,32.92551403930145,0,56.94341842621997
9874,0,0,0,59.08185290450818,0,63.49247491914314
9875,0,1,1,48.29030995680241,0,63.66987905137879
9876,1,1,0,54.49307317367164,1,64.32089366202149
9877,1,0,1,56.30240496153756,1,65.10698369565976
9878,0,1,0,49.92393559721492,0,60.42587740316435
9879,0,1,0,50.9543728675807,0,65.1779247293169
9880,0,1,1,53.23792071915491,0,60.6749452182806
9881,0,1,0,72.81976347582751,0,66.62426527420477
9882,0,0,0,46.42344990020112,1,62.45913600543692
9883,1,1,1,46.15123004229942,1,59.86464828561783
9884,1,1,0,37.89524017618093,1,64.32157875313958
9885,1,1,1,41.88915825828505,1,62.79989979911386
9886,0,1,1,49.07864349327601,0,63.02137958797859
9887,0,1,1,40.66413676677944,0,61.65770467004607
9888,0,1,1,32.5014204958304,0,62.90450754174563
9889,0,0,0,52.46198533698283,0,61.73223791412192
9890,1,1,0,56.39150150037602,1,65.27793714205754
9891,1,1,0,30.91196724979726,1,63.51863929496992
9892,1,1,1,40.24669045727126,1,60.98491991093049
9893,0,1,1,46.20195474532258,0,60.8971140428635
9894,0,0,0,39.98065648273135,0,62.72557191357758
9895,1,1,0,56.62271008523571,1,64.82366218831541
9896,1,0,1,57.36511273856435,1,60.71757210612543
9897,1,1,0,59.78138218136351,1,64.76342308687393
9898,0,1,0,55.92078624952043,0,65.25468734805054
9899,1,0,1,32.91544561496764,0,56.96372187594686
9900,0,1,1,50.67195271729483,1,62.53706018702461
9901,1,1,0,55.2276523782636,0,62.82584529941397
9902,0,1,1,47.81443483500263,0,62.7050244482768
9903,1,0,0,46.34936034558081,1,60.81259373531585
9904,1,0,1,48.51629498852795,1,60.62415862648188
9905,0,0,1,50.13276832087623,1,59.40910342232816
9906,0,0,0,49.36295851244513,0,60.28271035840984
9907,0,0,1,44.26124204663998,0,59.92401434318691
9908,1,0,0,57.13150595825982,0,65.19145464328206
9909,0,0,1,45.53559563824714,0,62.14606228645431
9910,1,0,0,50.31300939723178,1,61.32463411583888
9911,0,1,1,50.70116745283104,0,59.71550820064071
9912,0,1,1,59.69968465948126,1,64.94034988733962
9913,1,1,0,59.03245787228376,1,63.81208756540191
9914,0,0,0,43.70199341459538,0,59.59060120623347
9915,0,0,0,70.68910727529354,0,60.84450920185247
9916,1,1,1,50.68956471101603,1,62.98814934902722
9917,1,1,0,53.7458254573442,0,64.44902449872157
9918,0,0,0,56.45287630265107,0,60.78834542748286
9919,0,0,1,46.43884289749297,0,58.54721079708111
9920,1,1,1,47.5025205722473,1,60.07011237070343
9921,1,1,0,50.81134615492223,1,62.96086117920146
9922,0,0,0,64.01239735611824,0,64.39418341678693
9923,1,0,1,61.44360361594304,1,62.95234719421276
9924,0,0,1,42.79701079225249,0,60.18673851221361
9925,1,0,0,36.59593784744963,0,57.34969695297497
9926,0,0,1,60.23946124707743,1,61.71050731782429
9927,1,1,1,53.2164216999067,0,64.01199517458258
9928,0,1,0,45.08444646745359,1,63.88477075067471
9929,0,1,0,34.39650069000133,0,60.86246971139498
9930,1,0,0,55.20718681710867,0,62.21537224251578
9931,1,1,1,62.76311479527227,1,64.41748116103548
9932,1,0,1,34.71697239125464,1,58.35368431905854
9933,1,0,1,34.6421919990963,1,62.01613602172759
9934,0,1,1,59.1126159482578,0,63.61966328987801
9935,1,0,0,60.31331466292099,1,65.44000556717799
9936,0,0,1,39.47148474968004,0,58.48543009909589
9937,0,0,1,45.5445800275386,0,63.0208553117868
9938,0,1,1,47.65165174088173,0,64.43140140451305
9939,1,0,0,29.19976145114163,1,60.57330557056363
9940,0,0,0,52.66826479553329,0,62.7616796889753
9941,1,0,1,44.54303768491582,1,61.15364300283814
9942,0,0,0,46.78561357637594,0,60.85735773413686
9943,1,1,1,57.1810310305836,0,63.77206604678879
9944,0,0,0,45.81229463846293,1,62.08434584489918
9945,1,1,1,66.2981475409924,1,66.30361537105146
9946,0,0,0,43.50598431216412,1,60.22983443859554
9947,1,1,0,43.24220532969234,1,65.11432743939356
9948,0,0,0,38.34665821278082,0,60.9340332908079
9949,0,1,1,50.61462007416969,0,65.13789878189377
9950,0,1,0,57.71359484597184,1,61.57865178237089
9951,0,0,1,32.28907761124789,0,62.12760646930091
9952,0,1,0,42.16743887311229,0,62.83184501748774
9953,1,1,0,55.02985635647568,1,68.72148659884625
9954,0,0,0,49.23769217109344,0,62.92106604514726
9955,0,1,0,44.15459709507114,0,58.37790268591029
9956,1,0,1,48.68678608869815,1,59.95629828696202
9957,1,0,0,46.86833693731431,0,61.7333274262945
9958,0,1,0,49.97505976815893,1,61.92899602735909
9959,1,1,1,37.42114031070358,1,59.2453490905688
9960,0,0,1,47.15909985411768,0,63.39847852483562
9961,1,0,0,37.07433477915671,1,62.9836539795651
9962,1,1,0,46.8659376489331,1,61.38172516159666
9963,0,0,1,40.07869666322429,0,59.31410687185802
9964,1,1,0,38.13025818133124,0,61.70439546175281
9965,0,0,0,45.28957103098858,1,62.79097322205404
9966,0,0,1,53.59931039128359,0,61.16760327502931
9967,1,1,0,46.76939336059938,1,63.88564408688498
9968,0,0,1,45.57610434148376,1,59.22904559902802
9969,0,1,1,37.66376926206269,1,62.60441798207191
9970,1,0,1,40.79632363825269,0,60.19859513708799
9971,0,0,1,53.40211694708354,0,61.55856588195036
9972,1,0,1,35.65109853094903,1,61.35551473378573
9973,1,0,0,46.99647705023196,1,62.61691476382968
9974,1,1,0,59.94536308919108,1,68.17201177545712
9975,0,1,0,44.03990707321147,0,63.27840517567483
9976,0,0,1,31.33659876475242,1,59.64065225859919
9977,1,1,0,50.48205922280005,1,63.54145386987352
9978,1,1,0,45.67971751273046,1,63.07097226761118
9979,0,1,0,42.60432233491433,0,61.06414356610092
9980,0,1,1,38.01856587453943,1,62.84104108440266
9981,1,1,1,24.84238578407589,0,58.87075801725686
9982,1,0,0,54.95143935784556,0,61.89536747545454
9983,0,1,0,50.5319850082989,0,62.34886949637887
9984,0,0,1,44.35479488608171,0,57.7851854222263
9985,0,1,1,34.93456231625618,0,59.81468477100425
9986,1,1,0,68.13507456581354,1,65.8332466849634
9987,0,0,1,61.09892176560232,0,62.6114655728074
9988,0,1,1,62.74715166680214,1,61.85167732509053
9989,1,1,1,54.38663961179842,0,60.28491179659932
9990,1,1,0,61.69324800818519,1,70.24974512736746
9991,0,0,0,40.63585450054462,0,55.92010357544554
9992,0,0,1,53.98624970553271,0,61.4248147684039
9993,0,0,1,45.59338081172721,1,61.72598615979719
9994,0,1,0,50.95339923080046,0,63.71149367193926
9995,1,0,0,41.75521851743139,0,63.25547802249088
9996,1,0,1,48.48292707622243,1,58.77763238861647
9997,1,0,1,38.21567192772634,1,61.68934049103758
9998,0,0,1,53.50841512841332,0,62.34777310285574
9999,1,0,1,44.88280972559499,1,61.05368144014375
10000,1,1,0,48.23254917464773,1,63.50319643648529
10001,0,1,1,22.3625583191371,1,57.22790492324044
10002,0,0,0,36.88622948874169,0,61.34408855459396
10003,1,1,0,44.39394483349039,0,63.68514974223006
10004,0,1,0,73.92984358977273,0,65.48350941445213
10005,1,1,1,48.64393552442253,1,59.90351051170079
10006,0,1,0,54.34562899649983,0,63.85842124254532
10007,0,0,1,40.01111342728267,1,63.89725378823046
10008,0,0,0,52.75539250142131,0,61.31550107819266
10009,0,0,1,57.26918932609903,0,63.94114259338606
10010,1,0,0,40.35246709187069,1,61.81458597796805
10011,1,0,1,39.84857047575374,1,61.33773012559376
10012,0,1,0,54.92899668979706,0,63.41058516357128
10013,0,0,0,59.45150607023226,0,66.96047581099305
10014,1,1,1,39.15223141948913,0,58.86586043215672
10015,0,1,0,61.09492207253267,1,65.82113160145006
10016,1,1,1,48.05533447468413,1,61.27607383432521
10017,0,1,1,40.62194413384783,0,58.04892832044676
10018,0,1,0,47.06972426634631,0,61.94219397325252
10019,0,1,1,54.45810572810137,0,61.59228109725555
10020,1,1,1,29.39181197668802,0,59.90325211596194
10021,0,0,0,60.81488314365539,0,63.2658713911965
10022,1,0,0,46.9868014807753,1,63.13022007830598
10023,1,0,1,46.41088548661104,1,62.74742106145738
10024,1,0,1,53.76927350178489,1,61.81362406565904
10025,1,0,1,56.86521944508549,1,63.02241331488176
10026,0,1,1,35.55230412160639,0,56.60042437465857
10027,0,1,0,53.87749266770435,1,63.64758037741299
10028,1,0,1,50.82147881416151,1,57.87048528980368
10029,0,1,0,72.90137349483669,0,66.83431813556901
10030,0,1,0,46.40069109472559,0,64.32518856542369
10031,0,1,1,40.2084528825356,0,57.31682454720958
10032,0,1,1,49.83920011508215,0,61.78564746357476
10033,1,1,0,47.48871781621335,1,61.59413244223116
10034,1,1,1,43.1822871956644,0,59.65009683462504
10035,1,0,0,29.63703886620191,1,61.91238482077004
10036,0,0,0,34.27873248382937,0,60.11276349727009
10037,1,0,0,56.76444762315801,0,62.84335993707695
10038,1,1,0,56.90549334716604,1,63.92003315270167
10039,1,0,1,49.61943025411056,1,63.73534572703854
10040,1,0,0,42.21605382659731,0,58.59454848850169
10041,0,0,1,45.59172200892744,0,58.62339879786507
10042,0,1,1,35.73405344117759,0,58.28579142431067
10043,0,0,1,38.92107849553005,0,59.55753132721799
10044,1,0,1,47.66342979736548,0,57.45946712903275
10045,0,0,0,54.53256947629944,0,60.11330677033957
10046,1,0,1,46.01486474562103,1,63.68908707049795
10047,0,0,1,39.28214522229317,0,55.83325509682548
10048,0,1,0,66.17353159070144,0,65.23567459367581
10049,0,1,0,47.02923645239535,1,65.44299326547984
10050,0,0,0,39.48910883052723,0,59.98613598902269
10051,0,0,0,56.08994746397314,0,66.64877246377563
10052,0,0,0,59.77029562166481,1,63.62649971833458
10053,0,1,1,45.33860646456077,0,61.38786388918341
10054,1,0,1,47.25676069045393,0,60.03109662847545
10055,0,0,1,30.1065794568658,0,58.9349821001861
10056,1,1,0,63.25033802891362,1,67.35693702689113
10057,0,1,0,54.07636954299544,0,63.98620686416876
10058,0,0,1,56.75090865378357,0,65.62613762436649
10059,1,0,1,36.46205137996969,0,58.85455536744347
10060,0,1,0,54.18452385427864,0,65.30003893674441
10061,0,1,1,55.88274050208611,0,61.05741298077146
10062,0,0,1,36.32774971214165,0,57.20153664883747
10063,1,1,0,54.92291826653378,0,62.45724803843055
10064,0,0,1,36.88661657608791,0,59.5599655423267
10065,0,1,1,41.25955245764736,1,59.44395516572188
10066,0,0,1,38.9026801788734,0,60.7850611295451
10067,0,1,1,48.64202483959846,0,62.00238333117416
10068,1,0,1,52.43840237983713,1,64.60119908073882
10069,1,0,0,54.05168863970478,1,63.49280639192637
10070,0,0,1,48.63212621686941,1,60.17791564946142
10071,0,0,0,62.68919873396069,0,66.2479313323352
10072,0,1,1,38.82970051568839,0,61.36892428049517
10073,0,1,1,43.16575235693567,0,60.8636152172376
10074,1,1,0,48.05473809524324,1,65.75818586861466
10075,0,0,1,41.847557909309,0,58.40445511299401
10076,0,0,0,36.36943329118347,0,61.19120211508884
10077,1,0,1,38.69893562572091,1,60.6111479771844
10078,0,0,1,61.62107527905697,0,64.5484428228075
10079,0,1,1,40.6734473870733,0,61.44990625221271
10080,0,1,0,57.48986947107696,1,67.54704127052916
10081,0,0,0,58.99853225526773,1,62.49700874913147
10082,0,1,1,49.97398829958941,0,63.28304096044972
10083,1,0,0,78.72581627377835,0,65.80942392648208
10084,0,0,1,51.21991699810768,0,61.09050797284738
10085,1,0,1,28.93839878913683,1,59.43084227717517
10086,1,0,1,42.39258615595586,1,62.12948303177103
10087,0,1,0,42.79139252913681,0,61.994050840279
10088,0,1,0,46.51329694753511,0,64.67281165123052
10089,1,0,1,48.29228912074101,1,63.40231384907518
10090,0,0,0,41.50555646659487,0,63.00751160571668
10091,0,0,0,35.07943016099936,0,57.58080814051414
10092,1,0,1,54.70824576325764,1,58.32271831022646
10093,1,1,0,58.86348844975951,0,65.0925320507063
10094,1,1,1,52.84843452991358,1,60.92282171019662
10095,0,0,1,80.62997473052278,0,66.81995191993265
10096,0,1,1,71.94751051696292,0,64.92569836645308
10097,1,0,0,48.87208391838059,1,63.8907778225068
10098,1,0,1,66.82249941975491,1,61.72645704080022
10099,1,1,0,49.43607765019161,1,63.59075662707789
10100,0,1,1,45.4909739428069,0,61.40379360221568
10101,1,0,0,62.53670925786247,0,64.93716445341099
10102,1,1,1,47.27640219775717,1,65.02201601422027
10103,0,1,0,50.22042718102832,0,64.57433132872217
10104,1,1,0,51.98825478078247,0,66.58760242693057
10105,0,0,0,56.27047324679591,0,59.54115385188997
10106,1,1,0,67.14107097123676,0,65.19465602670262
10107,1,1,0,67.13172874226014,0,63.66961101047023
10108,0,1,0,55.31484047663828,0,61.39595535161219
10109,0,0,1,28.67635803494943,0,61.30140307820919
10110,1,1,0,53.44126760195693,1,64.68938778588033
10111,1,1,1,41.34716838927415,0,60.65080105496479
10112,0,1,1,46.9959257292961,0,61.15626185806772
10113,1,1,1,62.36902293913742,1,63.74517018785846
10114,1,0,1,46.33742837437871,0,60.17274164362411
10115,0,0,1,33.53332404505812,0,61.97741508302298
10116,1,0,1,17.00957358972274,1,56.18874765923448
10117,1,0,0,44.83005604558205,0,61.02545948630728
10118,1,0,0,53.52878615208486,0,63.06641589922504
10119,1,0,0,44.84107734447583,1,62.49192148554259
10120,0,1,0,67.0050527362698,0,63.90671410719799
10121,1,1,0,49.73116947069324,1,62.05662868701447
10122,1,1,1,54.22970210668577,0,62.37750380199819
10123,1,1,0,44.2436389143344,1,62.08932128745293
10124,0,0,1,42.68971359628033,0,61.11981470537361
10125,0,1,0,65.98146838482002,0,66.97550716239242
10126,0,0,1,49.04735121818377,1,62.84729551847377
10127,0,1,0,61.62046822361522,0,61.39587628394
10128,1,1,0,54.17794644587323,0,61.54051273772106
10129,0,0,0,37.13545689966638,0,61.37460894984352
10130,0,1,0,45.52735434667345,0,61.23012765377376
10131,1,0,0,43.23758508948933,1,60.32161348666934
10132,0,1,0,47.15190448307948,0,61.21642641420643
10133,0,1,0,57.7414799766679,1,62.17638236594083
10134,1,1,1,46.23248591530687,1,62.04589039188532
10135,1,1,1,51.18936010676473,1,63.71870986453684
10136,0,0,0,50.44790609949,1,63.57700920095942
10137,1,1,1,41.63331645666806,1,62.97656435941898
10138,1,0,0,39.15152275975599,0,58.71537278024689
10139,1,0,0,31.83194551612205,0,58.80415077615313
10140,1,1,1,34.84649135806578,1,58.64576870496524
10141,0,0,0,50.43675805568358,0,61.90803910522532
10142,0,1,0,35.9864088912353,0,62.17104652619048
10143,0,1,1,43.24769626250497,0,59.58795375762089
10144,1,1,0,45.33033667774193,1,63.18909868406584
10145,1,0,1,48.50668531147564,1,62.90052338751657
10146,0,1,1,42.38592496813365,0,58.85587113845213
10147,1,0,0,53.79896273463749,0,62.30012217842643
10148,0,1,1,63.96064253654234,0,63.95082072418536
10149,1,1,1,49.49896196632785,0,60.07102443773699
10150,1,1,0,45.77248381729723,1,62.02172727105672
10151,1,1,1,37.83047790116081,1,59.49518261921907
10152,1,1,1,45.87023358847498,1,64.34189125542464
10153,0,0,1,49.04447257337249,0,62.40890545536163
10154,0,0,0,43.26620919778583,0,62.39044128178187
10155,1,1,0,59.78941802020232,0,61.75697938940684
10156,1,1,0,44.49528034614492,1,61.66543396383155
10157,1,1,0,57.11562820660104,0,63.11297569410201
10158,0,0,0,71.48034509122222,1,65.71899025547933
10159,1,0,1,54.59737176648849,1,62.99367739053012
10160,0,0,0,77.22116023859301,0,64.73235107892572
10161,0,1,0,56.80140977262226,0,66.0069399542366
10162,0,1,0,37.967848190886,0,58.79992831252479
10163,1,0,1,50.24969977329914,0,61.12521738879374
10164,1,0,0,45.3296387506126,1,63.87972896431012
10165,1,1,1,57.96973706342462,1,65.82627145775392
10166,0,0,1,36.27538136802777,0,57.05426650909103
10167,0,0,0,79.2976361153639,0,67.9592292349394
10168,1,1,0,40.94931218193363,1,63.18483451183914
10169,0,1,1,58.91603209566233,1,64.47854663345235
10170,0,0,1,36.42958470293711,1,62.10328326386587
10171,1,1,1,51.8348802082898,1,62.87118178371662
10172,1,1,0,49.10772327732023,1,66.32229889426276
10173,0,0,1,43.54593832021119,0,55.5248423537017
10174,0,0,1,40.63860923955689,0,59.18373712333751
10175,1,1,0,38.85409768650705,1,59.94493823808176
10176,0,1,1,42.86807524635432,1,60.18985326536058
10177,1,1,0,49.66882760286808,1,63.03906804897432
10178,1,1,0,51.06766300297399,1,62.52494876536768
10179,1,0,1,61.28839867867313,1,65.38060145752546
10180,0,1,1,34.89949331101685,0,60.91472209394227
10181,1,1,1,62.25859086179045,1,64.62939237343581
10182,0,0,0,70.66598056310622,0,65.68610664613
10183,0,0,1,45.38221421439217,0,61.57394448065197
10184,0,0,0,44.80250584093736,0,59.341199053284
10185,1,0,0,27.00709153378657,0,58.62584850800477
10186,0,1,0,51.91603917934932,0,61.4009466855021
10187,0,0,1,38.11068537205075,1,58.70253613960718
10188,1,1,1,62.9177651861896,1,65.62760653674987
10189,0,0,1,40.69134373617135,1,62.27906125391926
10190,0,1,0,59.07395577918277,0,64.28914044660394
10191,1,1,0,60.73768018878506,1,66.82396087153302
10192,1,0,1,45.16427768335929,1,65.80651304071719
10193,0,1,0,52.09039768888297,0,62.10452174639811
10194,1,1,1,52.52973591548741,1,67.69990713429995
10195,0,0,1,34.64177238650252,0,58.38104102103451
10196,1,1,1,42.56913646843046,1,57.85330499020896
10197,0,0,0,40.55954524404058,1,60.02855088645582
10198,1,0,0,61.74152740100972,1,65.16018403771139
10199,0,0,1,41.5896585897528,0,63.0494678489575
10200,0,0,1,50.70342354576588,0,59.35912639242136
10201,0,1,1,60.29153074427545,0,62.44214416826912
10202,0,0,1,32.57635866151425,0,58.02184504299836
10203,0,1,0,59.74842825236043,1,66.07894382902319
10204,0,1,0,60.72171949372266,0,65.85168900969359
10205,0,1,0,35.53423133915975,0,58.33336138290588
10206,0,0,1,26.29092914353541,0,57.29112265601967
10207,1,1,0,68.56291908469056,1,65.54043312434526
10208,1,1,0,58.73187491225134,1,64.46583139677197
10209,0,0,0,64.92179250970707,0,65.95686863885989
10210,1,0,1,55.1920383749712,1,63.72267508980708
10211,1,1,0,65.72441570178434,1,67.7584621992621
10212,0,0,1,47.98472727898177,0,60.30349188082651
10213,1,0,1,44.69317008489847,0,58.31270172991358
10214,0,0,1,47.8296028638973,0,63.38085615485087
10215,0,1,1,43.32445007965083,1,62.15364259267541
10216,0,0,1,52.55388723102235,0,60.9873622692145
10217,0,1,0,48.99776716595303,1,64.81863258958768
10218,0,0,0,40.70790662071339,0,61.81770006401562
10219,0,0,0,47.60860476614309,0,62.47968239569222
10220,0,0,0,45.82261082865658,0,61.70512220831795
10221,0,1,0,40.13087061464138,0,59.53143321522028
10222,1,1,1,22.83347224151821,1,58.00606227876724
10223,0,1,0,62.31885255927436,0,61.99264975792609
10224,0,0,1,31.15105199096348,0,61.09688122910349
10225,1,1,1,76.82134391879011,1,68.86016463068778
10226,0,1,1,46.99636318213072,1,61.03905928839409
10227,0,1,0,43.58348509952868,0,63.76951564324426
10228,1,1,0,58.65491402214936,1,62.8127793843688
10229,0,1,1,47.14280692004306,0,60.18032415273909
10230,0,1,1,41.97082348619766,1,61.39420602148979
10231,0,1,0,41.16450082492207,1,60.25999751564441
10232,1,0,0,39.77605792458406,0,58.58711674027207
10233,0,0,0,23.51047229540972,1,60.30020084380172
10234,1,1,0,51.86714696628849,1,60.2354925700588
10235,1,0,1,31.82981675976694,1,58.22244084700172
10236,1,0,0,36.74314182237526,1,60.67490362112835
10237,0,1,0,42.19623730545955,0,60.39585856910011
10238,1,1,1,60.72060241833746,0,62.79524867355696
10239,1,0,0,57.78716163837515,1,65.79642753827538
10240,1,0,0,52.9476349455005,1,62.22123378109836
10241,0,1,0,48.86466967413159,0,63.67936447134155
10242,1,1,0,33.06996352541283,1,59.65170033719098
10243,1,1,1,51.31839698360109,1,63.23759151483122
10244,0,0,0,34.82422270286244,0,58.9323452155657
10245,0,1,1,34.02471420628125,0,60.0319289057469
10246,1,1,0,47.8461292735587,1,63.99604506587245
10247,0,0,1,36.49309848649461,0,58.27262911444689
10248,1,0,0,64.77980230834653,1,64.68855632466115
10249,1,0,1,45.83645561179873,1,63.01397538171158
10250,1,0,1,34.14009034420081,1,55.75158328310989
10251,1,0,0,65.12047683380615,1,65.06028238095578
10252,0,1,0,76.45695352965254,1,65.67297661928669
10253,0,0,1,36.86836438934836,0,58.26667415102749
10254,1,0,0,42.41390141940908,1,62.75778883034834
10255,0,1,1,38.77399377789138,0,59.14197620409749
10256,0,0,0,63.09082394832181,0,63.36504562808199
10257,1,1,1,60.72390272616761,0,62.72158760345923
10258,0,1,1,42.54925199527841,1,59.87418681202926
10259,0,0,0,47.51694285267228,0,61.52094588302829
10260,1,0,0,42.31394511534026,1,64.10356655400885
10261,0,1,0,38.99156157752127,0,60.42684739396625
10262,1,1,1,55.91540960774996,1,63.56815194521706
10263,0,0,0,58.11749935493734,1,65.71624932507089
10264,1,0,1,49.78408991123361,1,57.76186918380363
10265,1,0,0,46.67685247961722,1,62.42557722282766
10266,0,0,1,35.75346437656464,0,59.99233225323531
10267,1,1,0,53.77758924683929,1,64.4511731814423
10268,1,0,1,39.58318889936086,0,61.40031626510419
10269,0,1,1,57.43116047649622,0,66.26947590116707
10270,0,1,0,43.87643425166668,0,61.5187252099735
10271,1,1,1,37.10864811259122,1,57.07515036359046
10272,1,0,1,49.36254000301187,1,62.49576661765101
10273,1,0,1,48.23778874710954,1,63.82578081792042
10274,1,1,0,53.42179266835203,1,65.34606458141805
10275,1,1,0,50.6264348910311,1,65.34288915929912
10276,0,0,1,49.63472043995863,0,61.411921480877
10277,1,1,1,24.73417791410813,1,60.81599998468763
10278,1,1,1,52.17135169462085,1,59.43925379163549
10279,0,0,0,41.41598828459503,0,58.43967289688629
10280,0,1,0,32.28309828680705,0,61.48097338742834
10281,1,0,1,34.80497106072542,1,58.35245117503533
10282,1,0,0,60.53236826625035,0,66.79135464634929
10283,1,1,0,59.50560213317137,1,66.48717397940928
10284,0,1,0,52.65139258750798,0,64.92379168639079
10285,1,1,0,49.58230203301655,1,60.3568624060672
10286,1,0,1,38.62813791624912,1,64.04326649758988
10287,1,0,1,45.84798780205718,1,59.12044414597182
10288,1,0,0,53.06113684025745,1,63.15974319060506
10289,0,0,0,55.28632947562814,0,62.40008479650368
10290,1,1,1,22.3507394056744,1,58.8671572044768
10291,1,0,1,42.38892141934268,0,60.3728631341724
10292,0,0,1,52.95953539742876,0,64.16453267863302
10293,1,1,0,52.02743359855619,1,65.77281293288888
10294,0,0,0,58.10788463936765,1,61.53552143591077
10295,1,1,0,50.02822361583674,0,61.1007704675639
10296,1,0,0,51.02863363569239,1,63.31630417400663
10297,1,0,1,58.24356087209969,1,63.63622550939738
10298,1,0,0,66.09946600849081,1,66.87744414325029
10299,1,1,0,47.89670435852693,1,65.57024419638088
10300,1,1,1,27.04633053321145,1,57.02103201300616
10301,0,0,0,56.52810958340793,0,60.86120890987939
10302,1,0,1,48.90418805962334,1,62.96317536894849
10303,1,0,1,27.95924442999672,1,60.36510555442083
10304,1,1,1,47.8905168504183,0,59.38621998290811
10305,0,0,1,41.60935375558408,0,58.28134568908418
10306,1,1,1,50.53559081688103,1,64.72492189394535
10307,1,1,1,46.54392477870832,1,62.97745635264363
10308,0,1,1,50.34237993674974,0,66.30518424075098
10309,0,0,1,42.68643812967227,0,60.04651282897377
10310,0,1,0,51.15290414873318,0,63.72508458131015
10311,1,0,1,36.70741016814478,1,60.9329559779994
10312,0,0,1,40.63604131732423,0,60.20167697541515
10313,0,0,0,45.73921111117937,0,60.9096826434326
10314,0,1,0,42.90490768377018,0,62.2074125637192
10315,1,0,0,56.35000446214111,0,62.95082452000555
10316,0,1,0,50.24514165370187,0,59.56987219154509
